s_97	1		i wonder whose mother 's dog we were all fond of .
s_97	0	*	my uncle from iowa , whom talking to sandy yesterday annoyed john , is arriving on tuesday .
s_97	0	*	goes to the store is bothering them .
s_97	0	*	i want to be raining .
s_97	0	*	i 'm looking for a yard in which to be a party .
s_97	0	*	kim read which book .
s_97	0	*	i think that who went home .
s_97	0	*	a student whom to talk to us just walked in .
s_97	1		i ran into the baker whose bagels i like .
s_97	1		from whom did you buy these bagels ?
s_97	0	*	i ran into the baker from whom bought these bagels .
s_97	0	*	when did you wonder what you should say to sandy ?
s_97	0	*	it was to amuse us that they wanted .
s_97	0	*	it was to show us that kim was singing that they wanted .
s_97	0	*	they persuaded us to be no one available .
s_97	1		kim gave a book to sandy and a record to dana .
s_97	1		it seems to be raining .
s_97	0	*	i wonder in whom for them to place their trust .
s_97	0	*	i ran into the baker whom to place your trust in .
s_97	1		i supported each argument that sandy thought was unconvincing .
s_97	0	*	i dislike all the people that i thought that voted in the election .
s_97	0	*	every essay she 's written and that i 've read is on that pile .
s_97	1		every essay which she 's written and that i 've read is on that pile .
s_97	1		every essay that she 's written and which i 've read is on that pile .
s_97	0	*	i dislike the person with what we were talking .
s_97	1		the person i like which everyone else in the class hates is pat .
s_97	1		who that you like does sandy also like ?
s_97	1		who whose parents attended the meeting is still enrolled in school ?
s_97	0	*	one book that leslie praised for us to read was sense and sensibility .
s_97	1		the only people who were at harvard being added to our group were students .
s_97	1	 	who always drinks milk ?
s_97	1		the book which inspired them was very long .
s_97	0	*	the book what inspired them was very long .
s_97	1		the person whose mother 's dog we were all fond of .
s_97	1		i wonder whose mother died .
s_97	1		i wonder whose mother 's dog died .
s_97	0	*	i want goes to the store .
s_97	0	*	i wonder what to be a clown on the cover of .
s_97	0	*	a student who to talk to us just walked in .
s_97	1		i wonder in whom to place my trust .
s_97	1		there were several old rocks songs that she and i were the only two who knew .
s_97	0	*	what they feared most was to be no one available to help them .
s_97	0	*	we tried to amuse them that kim was singing .
s_97	1		it would be unwise for there to be no fire exit .
s_97	0	*	i wonder who for us to trust .
s_97	1		i threw away a book that sandy thought we had read .
s_97	0	*	i dislike the people in who we placed our trust .
s_97	1		i dislike the person with whom we were talking .
