	0		I shaved himself yesterday.
	0		I saw himself yesterday.
	0		I talked to himself yesterday.
	0		I hurt himself yesterday.
	0		I told a funny story about himself yesterday.
	0		I tried to shave himself yesterday.
	0		I tried to see himself yesterday.
	0		I tried to talk to himself yesterday.
	0		I tried to hurt himself yesterday.
	0		I tried to tell a funny story about himself yesterday.
	0		I shaved himself this morning.
	0		I saw himself this morning.
	0		I talked to himself this morning.
	0		I hurt himself this morning.
	0		I told a funny story about himself this morning.
	0		I tried to shave himself this morning.
	0		I tried to see himself this morning.
	0		I tried to talk to himself this morning.
	0		I tried to hurt himself this morning.
	0		I tried to tell a funny story about himself this morning.
	0		I shaved himself last year.
	0		I saw himself last year.
	0		I talked to himself last year.
	0		I hurt himself last year.
	0		I told a funny story about himself last year.
	0		I tried to shave himself last year.
	0		I tried to see himself last year.
	0		I tried to talk to himself last year.
	0		I tried to hurt himself last year.
	0		I tried to tell a funny story about himself last year.
	0		I shaved himself fifteen minutes before John arrived.
	0		I saw himself fifteen minutes before John arrived.
	0		I talked to himself fifteen minutes before John arrived.
	0		I hurt himself fifteen minutes before John arrived.
	0		I told a funny story about himself fifteen minutes before John arrived.
	0		I tried to shave himself fifteen minutes before John arrived.
	0		I tried to see himself fifteen minutes before John arrived.
	0		I tried to talk to himself fifteen minutes before John arrived.
	0		I tried to hurt himself fifteen minutes before John arrived.
	0		I tried to tell a funny story about himself fifteen minutes before John arrived.
	0		I shaved himself .
	0		I saw himself .
	0		I talked to himself .
	0		I hurt himself .
	0		I told a funny story about himself .
	0		I tried to shave himself .
	0		I tried to see himself .
	0		I tried to talk to himself .
	0		I tried to hurt himself .
	0		I tried to tell a funny story about himself .
	0		I shaved herself yesterday.
	0		I saw herself yesterday.
	0		I talked to herself yesterday.
	0		I hurt herself yesterday.
	0		I told a funny story about herself yesterday.
	0		I tried to shave herself yesterday.
	0		I tried to see herself yesterday.
	0		I tried to talk to herself yesterday.
	0		I tried to hurt herself yesterday.
	0		I tried to tell a funny story about herself yesterday.
	0		I shaved herself this morning.
	0		I saw herself this morning.
	0		I talked to herself this morning.
	0		I hurt herself this morning.
	0		I told a funny story about herself this morning.
	0		I tried to shave herself this morning.
	0		I tried to see herself this morning.
	0		I tried to talk to herself this morning.
	0		I tried to hurt herself this morning.
	0		I tried to tell a funny story about herself this morning.
	0		I shaved herself last year.
	0		I saw herself last year.
	0		I talked to herself last year.
	0		I hurt herself last year.
	0		I told a funny story about herself last year.
	0		I tried to shave herself last year.
	0		I tried to see herself last year.
	0		I tried to talk to herself last year.
	0		I tried to hurt herself last year.
	0		I tried to tell a funny story about herself last year.
	0		I shaved herself fifteen minutes before John arrived.
	0		I saw herself fifteen minutes before John arrived.
	0		I talked to herself fifteen minutes before John arrived.
	0		I hurt herself fifteen minutes before John arrived.
	0		I told a funny story about herself fifteen minutes before John arrived.
	0		I tried to shave herself fifteen minutes before John arrived.
	0		I tried to see herself fifteen minutes before John arrived.
	0		I tried to talk to herself fifteen minutes before John arrived.
	0		I tried to hurt herself fifteen minutes before John arrived.
	0		I tried to tell a funny story about herself fifteen minutes before John arrived.
	0		I shaved herself .
	0		I saw herself .
	0		I talked to herself .
	0		I hurt herself .
	0		I told a funny story about herself .
	0		I tried to shave herself .
	0		I tried to see herself .
	0		I tried to talk to herself .
	0		I tried to hurt herself .
	0		I tried to tell a funny story about herself .
	0		I shaved themselves yesterday.
	0		I saw themselves yesterday.
	0		I talked to themselves yesterday.
	0		I hurt themselves yesterday.
	0		I told a funny story about themselves yesterday.
	0		I tried to shave themselves yesterday.
	0		I tried to see themselves yesterday.
	0		I tried to talk to themselves yesterday.
	0		I tried to hurt themselves yesterday.
	0		I tried to tell a funny story about themselves yesterday.
	0		I shaved themselves this morning.
	0		I saw themselves this morning.
	0		I talked to themselves this morning.
	0		I hurt themselves this morning.
	0		I told a funny story about themselves this morning.
	0		I tried to shave themselves this morning.
	0		I tried to see themselves this morning.
	0		I tried to talk to themselves this morning.
	0		I tried to hurt themselves this morning.
	0		I tried to tell a funny story about themselves this morning.
	0		I shaved themselves last year.
	0		I saw themselves last year.
	0		I talked to themselves last year.
	0		I hurt themselves last year.
	0		I told a funny story about themselves last year.
	0		I tried to shave themselves last year.
	0		I tried to see themselves last year.
	0		I tried to talk to themselves last year.
	0		I tried to hurt themselves last year.
	0		I tried to tell a funny story about themselves last year.
	0		I shaved themselves fifteen minutes before John arrived.
	0		I saw themselves fifteen minutes before John arrived.
	0		I talked to themselves fifteen minutes before John arrived.
	0		I hurt themselves fifteen minutes before John arrived.
	0		I told a funny story about themselves fifteen minutes before John arrived.
	0		I tried to shave themselves fifteen minutes before John arrived.
	0		I tried to see themselves fifteen minutes before John arrived.
	0		I tried to talk to themselves fifteen minutes before John arrived.
	0		I tried to hurt themselves fifteen minutes before John arrived.
	0		I tried to tell a funny story about themselves fifteen minutes before John arrived.
	0		I shaved themselves .
	0		I saw themselves .
	0		I talked to themselves .
	0		I hurt themselves .
	0		I told a funny story about themselves .
	0		I tried to shave themselves .
	0		I tried to see themselves .
	0		I tried to talk to themselves .
	0		I tried to hurt themselves .
	0		I tried to tell a funny story about themselves .
	0		I shaved yourself yesterday.
	0		I saw yourself yesterday.
	0		I talked to yourself yesterday.
	0		I hurt yourself yesterday.
	0		I told a funny story about yourself yesterday.
	0		I tried to shave yourself yesterday.
	0		I tried to see yourself yesterday.
	0		I tried to talk to yourself yesterday.
	0		I tried to hurt yourself yesterday.
	0		I tried to tell a funny story about yourself yesterday.
	0		I shaved yourself this morning.
	0		I saw yourself this morning.
	0		I talked to yourself this morning.
	0		I hurt yourself this morning.
	0		I told a funny story about yourself this morning.
	0		I tried to shave yourself this morning.
	0		I tried to see yourself this morning.
	0		I tried to talk to yourself this morning.
	0		I tried to hurt yourself this morning.
	0		I tried to tell a funny story about yourself this morning.
	0		I shaved yourself last year.
	0		I saw yourself last year.
	0		I talked to yourself last year.
	0		I hurt yourself last year.
	0		I told a funny story about yourself last year.
	0		I tried to shave yourself last year.
	0		I tried to see yourself last year.
	0		I tried to talk to yourself last year.
	0		I tried to hurt yourself last year.
	0		I tried to tell a funny story about yourself last year.
	0		I shaved yourself fifteen minutes before John arrived.
	0		I saw yourself fifteen minutes before John arrived.
	0		I talked to yourself fifteen minutes before John arrived.
	0		I hurt yourself fifteen minutes before John arrived.
	0		I told a funny story about yourself fifteen minutes before John arrived.
	0		I tried to shave yourself fifteen minutes before John arrived.
	0		I tried to see yourself fifteen minutes before John arrived.
	0		I tried to talk to yourself fifteen minutes before John arrived.
	0		I tried to hurt yourself fifteen minutes before John arrived.
	0		I tried to tell a funny story about yourself fifteen minutes before John arrived.
	0		I shaved yourself .
	0		I saw yourself .
	0		I talked to yourself .
	0		I hurt yourself .
	0		I told a funny story about yourself .
	0		I tried to shave yourself .
	0		I tried to see yourself .
	0		I tried to talk to yourself .
	0		I tried to hurt yourself .
	0		I tried to tell a funny story about yourself .
	1		I shaved myself yesterday.
	1		I saw myself yesterday.
	1		I talked to myself yesterday.
	1		I hurt myself yesterday.
	1		I told a funny story about myself yesterday.
	1		I tried to shave myself yesterday.
	1		I tried to see myself yesterday.
	1		I tried to talk to myself yesterday.
	1		I tried to hurt myself yesterday.
	1		I tried to tell a funny story about myself yesterday.
	1		I shaved myself this morning.
	1		I saw myself this morning.
	1		I talked to myself this morning.
	1		I hurt myself this morning.
	1		I told a funny story about myself this morning.
	1		I tried to shave myself this morning.
	1		I tried to see myself this morning.
	1		I tried to talk to myself this morning.
	1		I tried to hurt myself this morning.
	1		I tried to tell a funny story about myself this morning.
	1		I shaved myself last year.
	1		I saw myself last year.
	1		I talked to myself last year.
	1		I hurt myself last year.
	1		I told a funny story about myself last year.
	1		I tried to shave myself last year.
	1		I tried to see myself last year.
	1		I tried to talk to myself last year.
	1		I tried to hurt myself last year.
	1		I tried to tell a funny story about myself last year.
	1		I shaved myself fifteen minutes before John arrived.
	1		I saw myself fifteen minutes before John arrived.
	1		I talked to myself fifteen minutes before John arrived.
	1		I hurt myself fifteen minutes before John arrived.
	1		I told a funny story about myself fifteen minutes before John arrived.
	1		I tried to shave myself fifteen minutes before John arrived.
	1		I tried to see myself fifteen minutes before John arrived.
	1		I tried to talk to myself fifteen minutes before John arrived.
	1		I tried to hurt myself fifteen minutes before John arrived.
	1		I tried to tell a funny story about myself fifteen minutes before John arrived.
	1		I shaved myself .
	1		I saw myself .
	1		I talked to myself .
	1		I hurt myself .
	1		I told a funny story about myself .
	1		I tried to shave myself .
	1		I tried to see myself .
	1		I tried to talk to myself .
	1		I tried to hurt myself .
	1		I tried to tell a funny story about myself .
	0		I shaved ourselves yesterday.
	0		I saw ourselves yesterday.
	0		I talked to ourselves yesterday.
	0		I hurt ourselves yesterday.
	0		I told a funny story about ourselves yesterday.
	0		I tried to shave ourselves yesterday.
	0		I tried to see ourselves yesterday.
	0		I tried to talk to ourselves yesterday.
	0		I tried to hurt ourselves yesterday.
	0		I tried to tell a funny story about ourselves yesterday.
	0		I shaved ourselves this morning.
	0		I saw ourselves this morning.
	0		I talked to ourselves this morning.
	0		I hurt ourselves this morning.
	0		I told a funny story about ourselves this morning.
	0		I tried to shave ourselves this morning.
	0		I tried to see ourselves this morning.
	0		I tried to talk to ourselves this morning.
	0		I tried to hurt ourselves this morning.
	0		I tried to tell a funny story about ourselves this morning.
	0		I shaved ourselves last year.
	0		I saw ourselves last year.
	0		I talked to ourselves last year.
	0		I hurt ourselves last year.
	0		I told a funny story about ourselves last year.
	0		I tried to shave ourselves last year.
	0		I tried to see ourselves last year.
	0		I tried to talk to ourselves last year.
	0		I tried to hurt ourselves last year.
	0		I tried to tell a funny story about ourselves last year.
	0		I shaved ourselves fifteen minutes before John arrived.
	0		I saw ourselves fifteen minutes before John arrived.
	0		I talked to ourselves fifteen minutes before John arrived.
	0		I hurt ourselves fifteen minutes before John arrived.
	0		I told a funny story about ourselves fifteen minutes before John arrived.
	0		I tried to shave ourselves fifteen minutes before John arrived.
	0		I tried to see ourselves fifteen minutes before John arrived.
	0		I tried to talk to ourselves fifteen minutes before John arrived.
	0		I tried to hurt ourselves fifteen minutes before John arrived.
	0		I tried to tell a funny story about ourselves fifteen minutes before John arrived.
	0		I shaved ourselves .
	0		I saw ourselves .
	0		I talked to ourselves .
	0		I hurt ourselves .
	0		I told a funny story about ourselves .
	0		I tried to shave ourselves .
	0		I tried to see ourselves .
	0		I tried to talk to ourselves .
	0		I tried to hurt ourselves .
	0		I tried to tell a funny story about ourselves .
	0		you shaved himself yesterday.
	0		you saw himself yesterday.
	0		you talked to himself yesterday.
	0		you hurt himself yesterday.
	0		you told a funny story about himself yesterday.
	0		you tried to shave himself yesterday.
	0		you tried to see himself yesterday.
	0		you tried to talk to himself yesterday.
	0		you tried to hurt himself yesterday.
	0		you tried to tell a funny story about himself yesterday.
	0		you shaved himself this morning.
	0		you saw himself this morning.
	0		you talked to himself this morning.
	0		you hurt himself this morning.
	0		you told a funny story about himself this morning.
	0		you tried to shave himself this morning.
	0		you tried to see himself this morning.
	0		you tried to talk to himself this morning.
	0		you tried to hurt himself this morning.
	0		you tried to tell a funny story about himself this morning.
	0		you shaved himself last year.
	0		you saw himself last year.
	0		you talked to himself last year.
	0		you hurt himself last year.
	0		you told a funny story about himself last year.
	0		you tried to shave himself last year.
	0		you tried to see himself last year.
	0		you tried to talk to himself last year.
	0		you tried to hurt himself last year.
	0		you tried to tell a funny story about himself last year.
	0		you shaved himself fifteen minutes before John arrived.
	0		you saw himself fifteen minutes before John arrived.
	0		you talked to himself fifteen minutes before John arrived.
	0		you hurt himself fifteen minutes before John arrived.
	0		you told a funny story about himself fifteen minutes before John arrived.
	0		you tried to shave himself fifteen minutes before John arrived.
	0		you tried to see himself fifteen minutes before John arrived.
	0		you tried to talk to himself fifteen minutes before John arrived.
	0		you tried to hurt himself fifteen minutes before John arrived.
	0		you tried to tell a funny story about himself fifteen minutes before John arrived.
	0		you shaved himself .
	0		you saw himself .
	0		you talked to himself .
	0		you hurt himself .
	0		you told a funny story about himself .
	0		you tried to shave himself .
	0		you tried to see himself .
	0		you tried to talk to himself .
	0		you tried to hurt himself .
	0		you tried to tell a funny story about himself .
	0		you shaved herself yesterday.
	0		you saw herself yesterday.
	0		you talked to herself yesterday.
	0		you hurt herself yesterday.
	0		you told a funny story about herself yesterday.
	0		you tried to shave herself yesterday.
	0		you tried to see herself yesterday.
	0		you tried to talk to herself yesterday.
	0		you tried to hurt herself yesterday.
	0		you tried to tell a funny story about herself yesterday.
	0		you shaved herself this morning.
	0		you saw herself this morning.
	0		you talked to herself this morning.
	0		you hurt herself this morning.
	0		you told a funny story about herself this morning.
	0		you tried to shave herself this morning.
	0		you tried to see herself this morning.
	0		you tried to talk to herself this morning.
	0		you tried to hurt herself this morning.
	0		you tried to tell a funny story about herself this morning.
	0		you shaved herself last year.
	0		you saw herself last year.
	0		you talked to herself last year.
	0		you hurt herself last year.
	0		you told a funny story about herself last year.
	0		you tried to shave herself last year.
	0		you tried to see herself last year.
	0		you tried to talk to herself last year.
	0		you tried to hurt herself last year.
	0		you tried to tell a funny story about herself last year.
	0		you shaved herself fifteen minutes before John arrived.
	0		you saw herself fifteen minutes before John arrived.
	0		you talked to herself fifteen minutes before John arrived.
	0		you hurt herself fifteen minutes before John arrived.
	0		you told a funny story about herself fifteen minutes before John arrived.
	0		you tried to shave herself fifteen minutes before John arrived.
	0		you tried to see herself fifteen minutes before John arrived.
	0		you tried to talk to herself fifteen minutes before John arrived.
	0		you tried to hurt herself fifteen minutes before John arrived.
	0		you tried to tell a funny story about herself fifteen minutes before John arrived.
	0		you shaved herself .
	0		you saw herself .
	0		you talked to herself .
	0		you hurt herself .
	0		you told a funny story about herself .
	0		you tried to shave herself .
	0		you tried to see herself .
	0		you tried to talk to herself .
	0		you tried to hurt herself .
	0		you tried to tell a funny story about herself .
	0		you shaved themselves yesterday.
	0		you saw themselves yesterday.
	0		you talked to themselves yesterday.
	0		you hurt themselves yesterday.
	0		you told a funny story about themselves yesterday.
	0		you tried to shave themselves yesterday.
	0		you tried to see themselves yesterday.
	0		you tried to talk to themselves yesterday.
	0		you tried to hurt themselves yesterday.
	0		you tried to tell a funny story about themselves yesterday.
	0		you shaved themselves this morning.
	0		you saw themselves this morning.
	0		you talked to themselves this morning.
	0		you hurt themselves this morning.
	0		you told a funny story about themselves this morning.
	0		you tried to shave themselves this morning.
	0		you tried to see themselves this morning.
	0		you tried to talk to themselves this morning.
	0		you tried to hurt themselves this morning.
	0		you tried to tell a funny story about themselves this morning.
	0		you shaved themselves last year.
	0		you saw themselves last year.
	0		you talked to themselves last year.
	0		you hurt themselves last year.
	0		you told a funny story about themselves last year.
	0		you tried to shave themselves last year.
	0		you tried to see themselves last year.
	0		you tried to talk to themselves last year.
	0		you tried to hurt themselves last year.
	0		you tried to tell a funny story about themselves last year.
	0		you shaved themselves fifteen minutes before John arrived.
	0		you saw themselves fifteen minutes before John arrived.
	0		you talked to themselves fifteen minutes before John arrived.
	0		you hurt themselves fifteen minutes before John arrived.
	0		you told a funny story about themselves fifteen minutes before John arrived.
	0		you tried to shave themselves fifteen minutes before John arrived.
	0		you tried to see themselves fifteen minutes before John arrived.
	0		you tried to talk to themselves fifteen minutes before John arrived.
	0		you tried to hurt themselves fifteen minutes before John arrived.
	0		you tried to tell a funny story about themselves fifteen minutes before John arrived.
	0		you shaved themselves .
	0		you saw themselves .
	0		you talked to themselves .
	0		you hurt themselves .
	0		you told a funny story about themselves .
	0		you tried to shave themselves .
	0		you tried to see themselves .
	0		you tried to talk to themselves .
	0		you tried to hurt themselves .
	0		you tried to tell a funny story about themselves .
	1		you shaved yourself yesterday.
	1		you saw yourself yesterday.
	1		you talked to yourself yesterday.
	1		you hurt yourself yesterday.
	1		you told a funny story about yourself yesterday.
	1		you tried to shave yourself yesterday.
	1		you tried to see yourself yesterday.
	1		you tried to talk to yourself yesterday.
	1		you tried to hurt yourself yesterday.
	1		you tried to tell a funny story about yourself yesterday.
	1		you shaved yourself this morning.
	1		you saw yourself this morning.
	1		you talked to yourself this morning.
	1		you hurt yourself this morning.
	1		you told a funny story about yourself this morning.
	1		you tried to shave yourself this morning.
	1		you tried to see yourself this morning.
	1		you tried to talk to yourself this morning.
	1		you tried to hurt yourself this morning.
	1		you tried to tell a funny story about yourself this morning.
	1		you shaved yourself last year.
	1		you saw yourself last year.
	1		you talked to yourself last year.
	1		you hurt yourself last year.
	1		you told a funny story about yourself last year.
	1		you tried to shave yourself last year.
	1		you tried to see yourself last year.
	1		you tried to talk to yourself last year.
	1		you tried to hurt yourself last year.
	1		you tried to tell a funny story about yourself last year.
	1		you shaved yourself fifteen minutes before John arrived.
	1		you saw yourself fifteen minutes before John arrived.
	1		you talked to yourself fifteen minutes before John arrived.
