	1		Michael shaves himself in the shower.
	1		Michael scrubs himself in the shower.
	1		Michael washes himself in the shower.
	1		Michael caresses himself in the shower.
	1		Michael scratches himself in the shower.
	1		Michael likes to shave himself in the shower.
	1		Michael likes to scrub himself in the shower.
	1		Michael likes to wash himself in the shower.
	1		Michael likes to caress himself in the shower.
	1		Michael likes to scratch himself in the shower.
	0		Michael shaves herself in the shower.
	0		Michael scrubs herself in the shower.
	0		Michael washes herself in the shower.
	0		Michael caresses herself in the shower.
	0		Michael scratches herself in the shower.
	0		Michael likes to shave herself in the shower.
	0		Michael likes to scrub herself in the shower.
	0		Michael likes to wash herself in the shower.
	0		Michael likes to caress herself in the shower.
	0		Michael likes to scratch herself in the shower.
	0		Michael shaves itself in the shower.
	0		Michael scrubs itself in the shower.
	0		Michael washes itself in the shower.
	0		Michael caresses itself in the shower.
	0		Michael scratches itself in the shower.
	0		Michael likes to shave itself in the shower.
	0		Michael likes to scrub itself in the shower.
	0		Michael likes to wash itself in the shower.
	0		Michael likes to caress itself in the shower.
	0		Michael likes to scratch itself in the shower.
	1		Michael shaves himself every morning.
	1		Michael scrubs himself every morning.
	1		Michael washes himself every morning.
	1		Michael caresses himself every morning.
	1		Michael scratches himself every morning.
	1		Michael likes to shave himself every morning.
	1		Michael likes to scrub himself every morning.
	1		Michael likes to wash himself every morning.
	1		Michael likes to caress himself every morning.
	1		Michael likes to scratch himself every morning.
	0		Michael shaves herself every morning.
	0		Michael scrubs herself every morning.
	0		Michael washes herself every morning.
	0		Michael caresses herself every morning.
	0		Michael scratches herself every morning.
	0		Michael likes to shave herself every morning.
	0		Michael likes to scrub herself every morning.
	0		Michael likes to wash herself every morning.
	0		Michael likes to caress herself every morning.
	0		Michael likes to scratch herself every morning.
	0		Michael shaves itself every morning.
	0		Michael scrubs itself every morning.
	0		Michael washes itself every morning.
	0		Michael caresses itself every morning.
	0		Michael scratches itself every morning.
	0		Michael likes to shave itself every morning.
	0		Michael likes to scrub itself every morning.
	0		Michael likes to wash itself every morning.
	0		Michael likes to caress itself every morning.
	0		Michael likes to scratch itself every morning.
	1		Michael shaves himself after eating breakfast at the diner down the street.
	1		Michael scrubs himself after eating breakfast at the diner down the street.
	1		Michael washes himself after eating breakfast at the diner down the street.
	1		Michael caresses himself after eating breakfast at the diner down the street.
	1		Michael scratches himself after eating breakfast at the diner down the street.
	1		Michael likes to shave himself after eating breakfast at the diner down the street.
	1		Michael likes to scrub himself after eating breakfast at the diner down the street.
	1		Michael likes to wash himself after eating breakfast at the diner down the street.
	1		Michael likes to caress himself after eating breakfast at the diner down the street.
	1		Michael likes to scratch himself after eating breakfast at the diner down the street.
	0		Michael shaves herself after eating breakfast at the diner down the street.
	0		Michael scrubs herself after eating breakfast at the diner down the street.
	0		Michael washes herself after eating breakfast at the diner down the street.
	0		Michael caresses herself after eating breakfast at the diner down the street.
	0		Michael scratches herself after eating breakfast at the diner down the street.
	0		Michael likes to shave herself after eating breakfast at the diner down the street.
	0		Michael likes to scrub herself after eating breakfast at the diner down the street.
	0		Michael likes to wash herself after eating breakfast at the diner down the street.
	0		Michael likes to caress herself after eating breakfast at the diner down the street.
	0		Michael likes to scratch herself after eating breakfast at the diner down the street.
	0		Michael shaves itself after eating breakfast at the diner down the street.
	0		Michael scrubs itself after eating breakfast at the diner down the street.
	0		Michael washes itself after eating breakfast at the diner down the street.
	0		Michael caresses itself after eating breakfast at the diner down the street.
	0		Michael scratches itself after eating breakfast at the diner down the street.
	0		Michael likes to shave itself after eating breakfast at the diner down the street.
	0		Michael likes to scrub itself after eating breakfast at the diner down the street.
	0		Michael likes to wash itself after eating breakfast at the diner down the street.
	0		Michael likes to caress itself after eating breakfast at the diner down the street.
	0		Michael likes to scratch itself after eating breakfast at the diner down the street.
	1		Michael shaves himself looking in the mirror.
	1		Michael scrubs himself looking in the mirror.
	1		Michael washes himself looking in the mirror.
	1		Michael caresses himself looking in the mirror.
	1		Michael scratches himself looking in the mirror.
	1		Michael likes to shave himself looking in the mirror.
	1		Michael likes to scrub himself looking in the mirror.
	1		Michael likes to wash himself looking in the mirror.
	1		Michael likes to caress himself looking in the mirror.
	1		Michael likes to scratch himself looking in the mirror.
	0		Michael shaves herself looking in the mirror.
	0		Michael scrubs herself looking in the mirror.
	0		Michael washes herself looking in the mirror.
	0		Michael caresses herself looking in the mirror.
	0		Michael scratches herself looking in the mirror.
	0		Michael likes to shave herself looking in the mirror.
	0		Michael likes to scrub herself looking in the mirror.
	0		Michael likes to wash herself looking in the mirror.
	0		Michael likes to caress herself looking in the mirror.
	0		Michael likes to scratch herself looking in the mirror.
	0		Michael shaves itself looking in the mirror.
	0		Michael scrubs itself looking in the mirror.
	0		Michael washes itself looking in the mirror.
	0		Michael caresses itself looking in the mirror.
	0		Michael scratches itself looking in the mirror.
	0		Michael likes to shave itself looking in the mirror.
	0		Michael likes to scrub itself looking in the mirror.
	0		Michael likes to wash itself looking in the mirror.
	0		Michael likes to caress itself looking in the mirror.
	0		Michael likes to scratch itself looking in the mirror.
	1		Michael shaves himself .
	1		Michael scrubs himself .
	1		Michael washes himself .
	1		Michael caresses himself .
	1		Michael scratches himself .
	1		Michael likes to shave himself .
	1		Michael likes to scrub himself .
	1		Michael likes to wash himself .
	1		Michael likes to caress himself .
	1		Michael likes to scratch himself .
	0		Michael shaves herself .
	0		Michael scrubs herself .
	0		Michael washes herself .
	0		Michael caresses herself .
	0		Michael scratches herself .
	0		Michael likes to shave herself .
	0		Michael likes to scrub herself .
	0		Michael likes to wash herself .
	0		Michael likes to caress herself .
	0		Michael likes to scratch herself .
	0		Michael shaves itself .
	0		Michael scrubs itself .
	0		Michael washes itself .
	0		Michael caresses itself .
	0		Michael scratches itself .
	0		Michael likes to shave itself .
	0		Michael likes to scrub itself .
	0		Michael likes to wash itself .
	0		Michael likes to caress itself .
	0		Michael likes to scratch itself .
	1		Christopher shaves himself in the shower.
	1		Christopher scrubs himself in the shower.
	1		Christopher washes himself in the shower.
	1		Christopher caresses himself in the shower.
	1		Christopher scratches himself in the shower.
	1		Christopher likes to shave himself in the shower.
	1		Christopher likes to scrub himself in the shower.
	1		Christopher likes to wash himself in the shower.
	1		Christopher likes to caress himself in the shower.
	1		Christopher likes to scratch himself in the shower.
	0		Christopher shaves herself in the shower.
	0		Christopher scrubs herself in the shower.
	0		Christopher washes herself in the shower.
	0		Christopher caresses herself in the shower.
	0		Christopher scratches herself in the shower.
	0		Christopher likes to shave herself in the shower.
	0		Christopher likes to scrub herself in the shower.
	0		Christopher likes to wash herself in the shower.
	0		Christopher likes to caress herself in the shower.
	0		Christopher likes to scratch herself in the shower.
	0		Christopher shaves itself in the shower.
	0		Christopher scrubs itself in the shower.
	0		Christopher washes itself in the shower.
	0		Christopher caresses itself in the shower.
	0		Christopher scratches itself in the shower.
	0		Christopher likes to shave itself in the shower.
	0		Christopher likes to scrub itself in the shower.
	0		Christopher likes to wash itself in the shower.
	0		Christopher likes to caress itself in the shower.
	0		Christopher likes to scratch itself in the shower.
	1		Christopher shaves himself every morning.
	1		Christopher scrubs himself every morning.
	1		Christopher washes himself every morning.
	1		Christopher caresses himself every morning.
	1		Christopher scratches himself every morning.
	1		Christopher likes to shave himself every morning.
	1		Christopher likes to scrub himself every morning.
	1		Christopher likes to wash himself every morning.
	1		Christopher likes to caress himself every morning.
	1		Christopher likes to scratch himself every morning.
	0		Christopher shaves herself every morning.
	0		Christopher scrubs herself every morning.
	0		Christopher washes herself every morning.
	0		Christopher caresses herself every morning.
	0		Christopher scratches herself every morning.
	0		Christopher likes to shave herself every morning.
	0		Christopher likes to scrub herself every morning.
	0		Christopher likes to wash herself every morning.
	0		Christopher likes to caress herself every morning.
	0		Christopher likes to scratch herself every morning.
	0		Christopher shaves itself every morning.
	0		Christopher scrubs itself every morning.
	0		Christopher washes itself every morning.
	0		Christopher caresses itself every morning.
	0		Christopher scratches itself every morning.
	0		Christopher likes to shave itself every morning.
	0		Christopher likes to scrub itself every morning.
	0		Christopher likes to wash itself every morning.
	0		Christopher likes to caress itself every morning.
	0		Christopher likes to scratch itself every morning.
	1		Christopher shaves himself after eating breakfast at the diner down the street.
	1		Christopher scrubs himself after eating breakfast at the diner down the street.
	1		Christopher washes himself after eating breakfast at the diner down the street.
	1		Christopher caresses himself after eating breakfast at the diner down the street.
	1		Christopher scratches himself after eating breakfast at the diner down the street.
	1		Christopher likes to shave himself after eating breakfast at the diner down the street.
	1		Christopher likes to scrub himself after eating breakfast at the diner down the street.
	1		Christopher likes to wash himself after eating breakfast at the diner down the street.
	1		Christopher likes to caress himself after eating breakfast at the diner down the street.
	1		Christopher likes to scratch himself after eating breakfast at the diner down the street.
	0		Christopher shaves herself after eating breakfast at the diner down the street.
	0		Christopher scrubs herself after eating breakfast at the diner down the street.
	0		Christopher washes herself after eating breakfast at the diner down the street.
	0		Christopher caresses herself after eating breakfast at the diner down the street.
	0		Christopher scratches herself after eating breakfast at the diner down the street.
	0		Christopher likes to shave herself after eating breakfast at the diner down the street.
	0		Christopher likes to scrub herself after eating breakfast at the diner down the street.
	0		Christopher likes to wash herself after eating breakfast at the diner down the street.
	0		Christopher likes to caress herself after eating breakfast at the diner down the street.
	0		Christopher likes to scratch herself after eating breakfast at the diner down the street.
	0		Christopher shaves itself after eating breakfast at the diner down the street.
	0		Christopher scrubs itself after eating breakfast at the diner down the street.
	0		Christopher washes itself after eating breakfast at the diner down the street.
	0		Christopher caresses itself after eating breakfast at the diner down the street.
	0		Christopher scratches itself after eating breakfast at the diner down the street.
	0		Christopher likes to shave itself after eating breakfast at the diner down the street.
	0		Christopher likes to scrub itself after eating breakfast at the diner down the street.
	0		Christopher likes to wash itself after eating breakfast at the diner down the street.
	0		Christopher likes to caress itself after eating breakfast at the diner down the street.
	0		Christopher likes to scratch itself after eating breakfast at the diner down the street.
	1		Christopher shaves himself looking in the mirror.
	1		Christopher scrubs himself looking in the mirror.
	1		Christopher washes himself looking in the mirror.
	1		Christopher caresses himself looking in the mirror.
	1		Christopher scratches himself looking in the mirror.
	1		Christopher likes to shave himself looking in the mirror.
	1		Christopher likes to scrub himself looking in the mirror.
	1		Christopher likes to wash himself looking in the mirror.
	1		Christopher likes to caress himself looking in the mirror.
	1		Christopher likes to scratch himself looking in the mirror.
