	0		i saw himself .
	0		i talked to himself .
	0		i surprised himself .
	0		i amused himself .
	0		i saw herself .
	0		i talked to herself .
	0		i surprised herself .
	0		i amused herself .
	0		i saw themselves .
	0		i talked to themselves .
	0		i surprised themselves .
	0		i amused themselves .
	0		i saw yourself .
	0		i talked to yourself .
	0		i surprised yourself .
	0		i amused yourself .
	1		i saw myself .
	1		i talked to myself .
	1		i surprised myself .
	1		i amused myself .
	0		i saw ourselves .
	0		i talked to ourselves .
	0		i surprised ourselves .
	0		i amused ourselves .
	0		you saw himself .
	0		you talked to himself .
	0		you surprised himself .
	0		you amused himself .
	0		you saw herself .
	0		you talked to herself .
	0		you surprised herself .
	0		you amused herself .
	0		you saw themselves .
	0		you talked to themselves .
	0		you surprised themselves .
	0		you amused themselves .
	1		you saw yourself .
	1		you talked to yourself .
	1		you surprised yourself .
	1		you amused yourself .
	0		you saw myself .
	0		you talked to myself .
	0		you surprised myself .
	0		you amused myself .
	0		you saw ourselves .
	0		you talked to ourselves .
	0		you surprised ourselves .
	0		you amused ourselves .
	1		he saw himself .
	1		he talked to himself .
	1		he surprised himself .
	1		he amused himself .
	0		he saw herself .
	0		he talked to herself .
	0		he surprised herself .
	0		he amused herself .
	0		he saw themselves .
	0		he talked to themselves .
	0		he surprised themselves .
	0		he amused themselves .
	0		he saw yourself .
	0		he talked to yourself .
	0		he surprised yourself .
	0		he amused yourself .
	0		he saw myself .
	0		he talked to myself .
	0		he surprised myself .
	0		he amused myself .
	0		he saw ourselves .
	0		he talked to ourselves .
	0		he surprised ourselves .
	0		he amused ourselves .
